State,Name,Subname,Stats Cat 55% 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date
Base,Yurin,Vengeful Witchcraft,"HP 10,526 12,086 | ATK 7,534 9,574 | DEF 5,181 6,981","""Peppy Gals"" Category Ki +1 and HP, ATK & DEF +20%",Spiteful Spell Tag Ki +3 Attacked enemy ATK & DEF -15% Medium chance to stun the attacked enemy,,Causes supreme damage with a chance to stun the enemy,,"Battlefield Diva, Crane School, Coward, Infighter, Brainiacs","Universe Survival Saga, Earthlings, Peppy Gals, Earth-Bred Fighters",[],
Base,Super Saiyan 3 Broly,Recurring Nightmare,"HP 10,035 12,075 | ATK 8,660 10,460 | DEF 5,208 6,768",All Types Ki +2 and ATK & DEF +30%,Penetrating Strength Ki +3 and ATK +70% at start of turn,,Causes supreme damage to enemy,,"Hardened Grudge, Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Limit-Breaking Form, Formidable Enemy, Fierce Battle","Pure Saiyans, Super Saiyan 3, Power Beyond Super Saiyan, Uncontrollable Power, Crossover",[],
Base,Vegito,Overflowing Power,"HP 5,584 5,584 | ATK 6,490 6,490 | DEF 3,262 3,262","""Majin Buu Saga"" Category Ki +2 and HP & DEF +30%",Enter the Savior ATK & DEF +40% All allies' Ki +2,,Causes extreme damage to enemy and raises allies' ATK by 20% for 1 turn,,"Saiyan Warrior Race, Brainiacs, Prepared for Battle, Power Bestowed by God, Fused Fighter, Supreme Power","Majin Buu Saga, Potara, Fused Fighters, Final Trump Card, Battle of Wits",[],
Base,Super Saiyan Trunks (Xeno),Time's Guidance,"HP 11,664 14,264 | ATK 10,205 13,205 | DEF 6,071 9,471","AGL Type Ki +2 and HP, ATK & DEF +40%",Righteous Indignation Ki +2 and ATK +80% at start of turn,,Causes supreme damage to enemy and raises ATK for 6 turns,,"Patrol, Cold Judgment, Golden Warrior, Prepared for Battle, Super Saiyan, Xenoverse, Shattering the Limit","Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Time Travelers, Defenders of Justice, Entrusted Will, Battle of Wits, Crossover",[],
Base,Super Saiyan Trunks (GT),Trusted Winner,"HP 10,722 13,322 | ATK 9,114 12,514 | DEF 7,408 10,408",Recovers 1500 HP per Ki Sphere of character's Type obtained,Quick Thinking TEQ and STR Type Ki +2 and ATK & DEF +25%,,Causes supreme damage to enemy and raises DEF by 30% for 6 turns,,"Super Saiyan, Royal Lineage, Saiyan Warrior Race, Cold Judgment, GT, Prepared for Battle, Shattering the Limit","Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Parent and Child, Siblings' Bond, Bond of Friendship, GT Heroes, Earth-Bred Fighters, Space-Traveling Warriors, Dragon Ball Seekers, Battle of Wits",[],
Base,Super Saiyan 2 Vegeta & Bulma,Furious Transformation,"HP 7,637 9,197 | ATK 9,068 10,868 | DEF 4,896 6,936",AGL Type Ki +2 and HP & DEF +50%,True Feelings Revealed Ki +3 and ATK & DEF +50% when facing only 1 enemy Counters normal attacks with enormous power Animations: Counter,,Causes supreme damage to enemy,,"Saiyan Warrior Race, Royal Lineage, Prodigies, Golden Warrior, Berserker, Prepared for Battle","Vegeta's Family, Joined Forces, Bond of Parent and Child, Super Heroes, Exploding Rage",[],
Base,Android #18,A New Beginning,"HP 8,595 10,635 | ATK 6,964 8,764 | DEF 4,901 6,461",All Types ATK & DEF +30%,Shades of the New Year All allies' Ki +1 and ATK & DEF +20% ATK +8% per Ki Sphere obtained,,Causes supreme damage to enemy,,"Android Assault, Twin Terrors, Infinite Energy, Organic Upgrade, The Innocents, Battlefield Diva","Androids, Peppy Gals, Worthy Rivals, Siblings' Bond, Battle of Wits",[],
Base,Ultimate Gohan,Leaps and Bounds,"HP 6,140 6,140 | ATK 7,144 7,144 | DEF 3,250 3,250","""Hybrid Saiyans"" Category Ki +2 and HP & ATK +20%",Minimized Burden ATK & DEF +40% when Ki is 10 or more,,Raises ATK and causes extreme damage to enemy,,"All in the Family, The Saiyan Lineage, Infighter, Shocking Speed, Power Bestowed by God, Kamehameha","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Kamehameha, Powerful Comeback, Power of Wishes, Demonic Power, Rapid Growth, Bond of Parent and Child, Siblings' Bond, Earth-Bred Fighters, Saviors, Revenge, Entrusted Will",[],
Base,Super Saiyan 2 Vegeta,Passion Over Pride,"HP 9,639 11,199 | ATK 8,544 10,584 | DEF 5,711 7,511",All Types Ki +2 and ATK & DEF +30%,Recurring Battles DEF +80% ATK +20% with each attack received (up to 80%),,Causes supreme damage to enemy,,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, Royal Lineage, Prodigies, Prepared for Battle","Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Mastered Evolution, Worthy Rivals, Bond of Parent and Child, Gifted Warriors",[],
Base,Omega Shenron,Pinnacle of Chaos,"HP 9,415 12,015 | ATK 8,755 11,755 | DEF 6,849 10,249","""Shadow Dragon Saga"" Category Ki +2 and ATK & DEF +50%",Astonishing Control AGL & TEQ Types Ki +2 and ATK +25%,,Causes supreme damage to enemy and lowers DEF,,"Brutal Beatdown, Fear and Faith, Big Bad Bosses, Shocking Speed, GT, Shadow Dragons, Fierce Battle","Shadow Dragon Saga, Power Absorption, Full Power, GT Bosses, Inhuman Deeds, Battle of Fate",[],
Base,Super Janemba,Raging Wickedness,"HP 8,460 10,020 | ATK 8,544 10,344 | DEF 5,390 7,430","AGL & PHY Types Ki +2 and HP, ATK & DEF +30%",Wicked Corrosion Changes PHY Ki Spheres to AGL Ki Spheres ATK +20%,,Causes extreme damage to enemy and lowers DEF,,"Big Bad Bosses, Shocking Speed, Metamorphosis, Brutal Beatdown, Nightmare, Fear and Faith, Fierce Battle","Transformation Boost, Uncontrollable Power, Corroded Body and Mind, Movie Bosses, Accelerated Battle",[],
Base,Super Saiyan 3 Goku (GT),New Possibilities,"HP 10,655 14,055 | ATK 9,313 12,313 | DEF 5,531 8,131","""Shadow Dragon Saga"" Category Ki +2 and HP & ATK +50%",Vitality of Combat TEQ & PHY Types Ki +2 and ATK +25%,,Causes supreme damage to enemy and raises allies' ATK by 20% for 1 turn,,"Golden Warrior, Kamehameha, Super Saiyan, Over in a Flash, GT, Limit-Breaking Form, Fierce Battle","Shadow Dragon Saga, Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Kamehameha, Bond of Parent and Child, Bond of Friendship, GT Heroes, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],
Base,Krillin,Heartening Support,"HP 6,548 6,548 | ATK 5,938 5,938 | DEF 3,717 3,717",PHY Type Ki +2 and ATK +20% when HP is 80% or below,Love For Family Ki +3 and ATK +3000 when HP is 80% or below,,Causes extreme damage to enemy and raises allies' ATK by 20% for 1 turn,,"Z Fighters, Turtle School, Courage, High Compatibility, Solid Support, Kamehameha","Majin Buu Saga, Earthlings, Kamehameha, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters, Saviors, Battle of Wits",[],
Base,Buu (Kid),Sluggish Battle Form,"HP 9,003 10,803 | ATK 9,164 11,204 | DEF 4,344 5,904",TEQ & STR Types Ki +2 and HP & ATK +50%,"Improbable Power ATK & DEF +70%, and disables enemy's guard",,Causes supreme damage to enemy and lowers DEF,,"Majin, Brutal Beatdown, More Than Meets the Eye, Big Bad Bosses, Infinite Regeneration, The Wall Standing Tall, Fierce Battle","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Resurrected Warriors, Storied Figures, Legendary Existence, Planetary Destruction, Accelerated Battle, Battle of Fate, Worldwide Chaos",[],
Base,Fasha (Giant Ape),Tenacious Battlefield Diva,"HP 11,021 14,021 | ATK 9,948 13,348 | DEF 6,715 9,315",Ki +3 and ATK & DEF +30% when HP is 30% or above,Unique Outlook Changes INT Ki Spheres to STR Ki Spheres ATK & DEF +30% Turns into Giant Ape when conditions are met,,Causes supreme damage to enemy and raises allies' ATK by 20% for 1 turn,,"Saiyan Warrior Race, Team Bardock, Saiyan Pride, Battlefield Diva, Transform, Saiyan Roar, Shattering the Limit","Pure Saiyans, Peppy Gals, Giant Form, Giant Ape Power, Uncontrollable Power, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",,
Base,Bardock (Giant Ape),"Low-Class, High-Octane","HP 11,481 14,081 | ATK 10,316 13,716 | DEF 6,025 9,025",All Types HP & ATK +50%,Intuition Born of Experience ATK +100% when HP is 30% or more Turns into Giant Ape when conditions are met,,Greatly raises ATK for 1 turn and causes supreme damage to enemy,,"Saiyan Warrior Race, The Saiyan Lineage, Team Bardock, Saiyan Pride, Transform, Saiyan Roar, Shattering the Limit","Pure Saiyans, Goku's Family, Giant Form, Giant Ape Power, Uncontrollable Power, Bond of Parent and Child, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures, Entrusted Will, All-Out Struggle",,
Base,Super #17,Power Born of Ambition,"HP 9,390 11,430 | ATK 8,420 10,220 | DEF 5,080 6,640",INT & STR Type enemies' ATK -25%,Dark Ambition Changes TEQ Ki Spheres to PHY Ki Spheres ATK +20%,,Causes extreme damage to enemy,,"Android Assault, Fear and Faith, Fused Fighter, Nightmare, Big Bad Bosses, GT, Fierce Battle","Androids, Artificial Life Forms, Fused Fighters, Power Absorption, Uncontrollable Power, GT Bosses, Target: Goku, Inhuman Deeds, Battle of Fate",[],
Base,Super #17,Power Born of Ambition,"HP 8,460 10,020 | ATK 8,947 10,987 | DEF 4,886 6,686",AGL & INT Type enemies' ATK -25%,Invasion Ambitions Changes STR Ki Spheres to TEQ Ki Spheres ATK +20%,,Causes extreme damage to enemy,,"Android Assault, Fear and Faith, Fused Fighter, Nightmare, Big Bad Bosses, GT, Fierce Battle","Androids, Artificial Life Forms, Fused Fighters, Power Absorption, Uncontrollable Power, GT Bosses, Target: Goku, Inhuman Deeds, Battle of Fate",[],
Base,Thouser,Razor-Sharp,"HP 9,075 10,635 | ATK 8,308 10,108 | DEF 5,122 7,162",All Types Ki +2 and ATK & DEF +20%,Armored Squadron Leader AGL & TEQ Type Ki +2 and ATK & DEF +20%,,Causes supreme damage to enemy,,"Cooler's Armored Squad, Cooler's Underling, Loyalty, Cold Judgment, Shocking Speed, Formidable Enemy","Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Special Pose",[],
Base,Super Saiyan God Goku,Fateful Strike,"HP 9,855 11,895 | ATK 8,610 10,410 | DEF 5,735 7,295","STR & PHY Types Ki +2, ATK & DEF +50%",Exploring the World of Gods STR & PHY Types Ki +2 and ATK +25%,,Causes supreme damage to enemy,,"Godly Power, Warrior Gods, Super Saiyan, Kamehameha, All in the Family, The Saiyan Lineage, Fierce Battle","Pure Saiyans, Goku's Family, Power Beyond Super Saiyan, Kamehameha, Realm of Gods, Power of Wishes, Miraculous Awakening, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters, Legendary Existence, Accelerated Battle, Battle of Fate",[],
Base,Hercule,Glorious Radiance,"HP 12,013 13,573 | ATK 11,000 12,800 | DEF 2,044 4,084",Super Class Ki +3,Master of the Bluff Great chance of ATK -80%,,Causes low damage to enemy and recovers 7000 HP,,"World Tournament Champion, Champion's Strength, Hero, Money Money Money, World Tournament Reborn","Earthlings, Bond of Parent and Child, Bond of Friendship, Earth-Bred Fighters",[],
Base,Super Saiyan Goku,Accrued Strength,"HP 10,929 13,929 | ATK 10,021 13,021 | DEF 6,669 9,669",INT Type Ki +2 and HP & DEF +70%,Principles of Knowledge Changes AGL Ki to INT Ki ATK +40%,,Causes supreme damage with a rare chance to stun the enemy,,"Golden Warrior, Prepared for Battle, Super Saiyan, Kamehameha, Family Ties, The First Awakened, Shattering the Limit","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],
Base,Zangya,Merciless Swift Strike,"HP 9,104 10,664 | ATK 7,768 9,568 | DEF 5,476 7,516","When HP is 30% or above, Ki +2 and ATK & DEF +20%",Sprightly Speed Recovers 10% HP at start of turn,,Causes extreme damage to enemy and lowers ATK,,"The Hera Clan, Galactic Warriors, Battlefield Diva, Brutal Beatdown, Loyalty, Shocking Speed","Peppy Gals, Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Terrifying Conquerors",[],
Base,Full Power Boujack,Tyrannical Maelstrom,"HP 11,021 13,621 | ATK 9,691 12,691 | DEF 7,036 10,436",AGL and INT Type Ki +2 and ATK & DEF +50%,Incomparable Tyranny ATK +90% at start of turn,,Causes supreme damage to enemy and greatly lowers DEF,,"The Hera Clan, Galactic Warriors, Big Bad Bosses, Thirst for Conquest, Coward, The Wall Standing Tall, Shattering the Limit","Full Power, Movie Bosses, Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Legendary Existence, Terrifying Conquerors, Inhuman Deeds",[],
Base,Full Power Boujack,Horrific Super Energy,"HP 9,345 11,145 | ATK 9,120 11,160 | DEF 5,353 6,913",STR Type Ki +2 and ATK & DEF +50%,Sneaky Strike ATK +90% when performing a Super Attack,,Causes extreme damage to enemy and greatly lowers DEF,,"The Hera Clan, Galactic Warriors, Big Bad Bosses, Thirst for Conquest, Coward, The Wall Standing Tall, Shattering the Limit","Full Power, Movie Bosses, Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Legendary Existence, Terrifying Conquerors, Inhuman Deeds",[],
Base,Super Saiyan 2 Gohan (Youth),Point-Blank Flash,"HP 11,389 13,989 | ATK 9,911 12,911 | DEF 6,577 9,977","AGL and STR Type Ki +3 and HP, ATK & DEF +30%",Earth-Defending Faith AGL and STR Type Ki +2 and ATK & DEF +25%,,Causes supreme damage and raises ATK for 3 turns,,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Prepared for Battle, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Super Saiyan 2, Power Beyond Super Saiyan, Kamehameha, Full Power, Powerful Comeback, Demonic Power, Bond of Parent and Child, Bond of Master and Disciple, Movie Heroes, Tournament Participants, Earth-Bred Fighters, Exploding Rage, Entrusted Will, All-Out Struggle",[],
Base,Super Saiyan Goku,Strike of Gratitude and Respect,"HP 10,221 11,781 | ATK 9,258 11,058 | DEF 5,777 7,817",All Types Ki +2 and ATK & DEF +20%,Goku's Wish ATK & DEF +10% for every Ki Sphere obtained,,Causes supreme damage; allies' ATK +20% for 1 turn,,"Z Fighters, All in the Family, Super Saiyan, Experienced Fighters, Golden Warrior, Supreme Power, Shattering the Limit","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyans, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Connected Hope, Accelerated Battle, Battle of Fate",[],
Base,Yamcha,Optimistic Warrior,"HP 7,474 9,274 | ATK 8,065 10,105 | DEF 4,273 5,833","All Types Ki +2 and HP, ATK & DEF +2000",Simple Twist of Fate Ki +3 Great chance of ATK +77%,,Causes supreme damage to enemy,,"Z Fighters, Turtle School, Speedy Retribution, Infighter, Solid Support","Androids/Cell Saga, Earthlings, Worthy Rivals, Turtle School, Earth-Bred Fighters",[],
Base,Paikuhan,Blazing Clash,"HP 11,624 14,624 | ATK 9,880 13,280 | DEF 7,015 9,615","STR Type Ki +2 and HP, ATK & DEF +70%",Otherworld Champion's Prestige ATK +100% All enemies' DEF -50%,,Causes supreme damage to enemy and greatly lowers ATK,,"Prepared for Battle, Gentleman, Experienced Fighters, Shocking Speed, Cold Judgment, Otherworld Warriors, Fierce Battle","Worthy Rivals, Tournament Participants, Otherworld Warriors, Storied Figures, Saviors, Battle of Wits",[],
Base,King Cold (Angel),Lying in Wait,"HP 8,800 8,800 | ATK 6,360 6,360 | DEF 2,900 2,900",AGL & INT Type enemies' ATK -20%,Despicable Emperor Attacked enemy's ATK & DEF -25%,,Causes extreme damage to enemy,,"Brutal Beatdown, Strongest Clan in Space, Tough as Nails, Thirst for Conquest, Otherworld Warriors","Wicked Bloodline, Otherworld Warriors",[],
Base,Super Saiyan Goku (Angel) (Super Kaioken),Burning to the Last,"HP 10,963 14,363 | ATK 10,371 13,371 | DEF 6,590 9,190","PHY Type Ki +2 and HP, ATK & DEF +70%",Thundering Aura Ki +4 and ATK +120% at start of turn Medium chance of evading enemy's attack (including Super Attack),,Causes immense damage to enemy while sacrificing 5% HP,,"Prepared for Battle, Shocking Speed, Super Saiyan, Kamehameha, Over in a Flash, Otherworld Warriors, Fierce Battle","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Tournament Participants, Earth-Bred Fighters, Otherworld Warriors, Accelerated Battle",[],
Base,Super Saiyan Goku (Angel),Strongest in the Otherworld,"HP 9,640 12,640 | ATK 8,415 11,415 | DEF 5,474 8,474","All Types Ki +2 and HP, ATK & DEF +50%",Challenge in the Otherworld Ki +4 at start of turn Great chance of ATK +80% and DEF +40%,,Causes supreme damage to enemy and raises ATK for 3 turns,,"All in the Family, Super Saiyan, Golden Warrior, Saiyan Warrior Race, Kamehameha, Otherworld Warriors","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Bond of Parent and Child, Bond of Friendship, Turtle School, Tournament Participants, Earth-Bred Fighters, Otherworld Warriors, Accelerated Battle",[],
Base,SS Trunks Possessed (GT),Surging Bloodlust,"HP 8,424 10,224 | ATK 8,646 10,446 | DEF 5,216 7,016",TEQ Type enemy ATK -25%,Distorted Power INT Type Ki +3 and DEF +30%,,Causes extreme damage to enemy,,"Thirst for Conquest, Coward, GT, Hatred of Saiyans, Loyalty, Royal Lineage, Super Saiyan","Hybrid Saiyans, Super Saiyans, Corroded Body and Mind, Earth-Bred Fighters, Terrifying Conquerors",[],
Base,SS Gohan Possessed (GT),Viciousness Released,"HP 9,195 10,755 | ATK 8,215 10,255 | DEF 5,370 7,170",AGL Type enemy ATK -25%,Saiyan and Tuffle Knowledge TEQ Type Ki +3 and DEF +30%,,Causes extreme damage to enemy,,"Thirst for Conquest, Coward, GT, Hatred of Saiyans, Loyalty, Super Saiyan, Kamehameha","Hybrid Saiyans, Super Saiyans, Kamehameha, Corroded Body and Mind, Earth-Bred Fighters, Terrifying Conquerors",[],
Base,Super Baby 1,Corroding Menace,"HP 9,515 11,075 | ATK 8,814 10,614 | DEF 5,650 7,690","All Types HP, ATK & DEF +30%",A New Dominator ATK & DEF +5000 at start of turn,,Causes supreme damage to enemy,,"Thirst for Conquest, Metamorphosis, Coward, GT, Hatred of Saiyans, Nightmare, Shattering the Limit","Artificial Life Forms, Transformation Boost, Corroded Body and Mind, GT Bosses, Space-Traveling Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds",[],
Base,Super Saiyan Trunks (GT),Brains and Brawn Combined,"HP 11,227 14,227 | ATK 10,269 13,669 | DEF 6,398 8,998","TEQ & STR Type Ki +2, HP, ATK & DEF +30%",Concentrated Power ATK +100% when performing a Super Attack,,Causes supreme damage to enemy and greatly lowers DEF,,"Super Saiyan, Royal Lineage, Golden Warrior, Cold Judgment, GT, Prepared for Battle, Fierce Battle","Shadow Dragon Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Parent and Child, Siblings' Bond, Bond of Friendship, GT Heroes, Earth-Bred Fighters, Battle of Wits",[],
